"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0.868287245510146,0.0952971496153623,0.0103467779699713,0.49324170127511,0.564278936944902,0.504980546655133,0.861826985608786,0.754441156052053,0.217921240720898,0.681112077785656,0.0381669905036688,0.863564310595393,0.723156621446833,0.148014731239527,0.742793800542131,0.983425128040835,0.397180975181982,0.0997046520933509,0.679808990331367,0.741367067676038,0.842484717257321,0.0455793244764209,0.968812346691266,0.938207640545443,0.816307976143435,0.617851007962599,0.274068728554994,0.313512595137581,0.845033162971959,0.320456119487062,0.720264758449048,0.728414427954704,0.328400362515822,0.82293971022591,0.445385423023254,0.906033384846523,0.128146575763822,0.253064851509407,0.873919361969456,0.578217296395451,0.786611310904846,0.389487095642835,0.129083887673914,0.145592422224581,0.149860991397873,0.290965741733089,0.571311286417767,0.635457198135555,0.256148391636088,0.0217897857073694,0.982434243429452,0.943791206460446,0.346603061305359,0.905139428796247,0.365945108933374,0.879835351370275,0.549030029447749,0.835524593247101,0.851386441383511,0.0864331088960171,0.854379148920998,0.976108612492681,0.203489315696061,0.0702550420537591,0.0270846355706453,0.954620158765465,0.862603149842471,0.682314678560942,0.906677245395258,0.891215340234339,0.076620785985142,0.0226936158724129,0.370531339664012,0.371527391253039,0.00293868221342564,0.440889339894056,0.987743916222826,0.253530304646119,0.720245602540672,0.863327874336392,0.960436515044421,0.821603614604101,0.457196956966072,0.287790392991155,0.696719028055668,0.113781927386299,0.740523454500362,0.483974300557747,0.433378055691719,0.174299886217341,0.948284458834678,0.734776687109843,0.52123231254518,0.0896276673302054,0.850348707288504,0.0812116845045239,0.614533811341971,0.7449719698634,0.767947294050828,0.339251324767247
0.640706609236076,0.0670237545855343,0.859914004104212,0.236852039583027,0.955748015316203,0.236432962119579,0.37126623140648,0.340881587238982,0.683916808571666,0.71288620471023,0.782402416691184,0.762263791169971,0.610649708425626,0.846513864118606,0.418163030873984,0.0867355109658092,0.852518928004429,0.90042868303135,0.953481636708602,0.54392674821429,0.242993201129138,0.593915760051459,0.107439412269741,0.298311597667634,0.41174126509577,0.87993383477442,0.156162458471954,0.210123363183811,0.24093248648569,0.724431380396709,0.866259844275191,0.260905453702435,0.434124479303136,0.401437977561727,0.238548649242148,0.43652285868302,0.665828876197338,0.752088573062792,0.475877195363864,0.626615233253688,0.230497598880902,0.878638220252469,0.0515147617552429,0.658864915138111,0.954449760029092,0.334888919256628,0.0887428692076355,0.481216464191675,0.0980453751981258,0.963137809885666,0.392316296696663,0.190534550696611,0.601459003053606,0.122140998020768,0.623260657303035,0.343322232598439,0.815118471160531,0.87074400857091,0.14811127493158,0.953431089874357,0.485335161909461,0.321635242318735,0.765613197116181,0.546957947080955,0.545184227172285,0.292993280570954,0.717319997260347,0.0965868367347866,0.0608940194360912,0.966139043215662,0.510815859539434,0.679305459372699,0.399643655400723,0.363195454701781,0.376576414564624,0.813450665445998,0.67069767578505,0.40617630048655,0.972815194865689,0.970876001985744,0.311286702519283,0.368806972634047,0.602677785791457,0.530672282213345,0.576290556229651,0.899420099332929,0.57131688320078,0.0867486540228128,0.104409351479262,0.0437048922758549,0.59017372992821,0.596731704426929,0.35089778737165,0.66710925870575,0.595466241938993,0.586747834691778,0.577437778934836,0.551993158180267,0.411206061253324,0.507646239129826
0.870811682194471,0.851239777170122,0.972101810155436,0.602621017489582,0.416903224773705,0.375236346852034,0.257521472405642,0.460893156472594,0.707068491494283,0.747324442723766,0.4887506053783,0.288381447317079,0.744365123799071,0.66170219774358,0.241379590239376,0.270975034683943,0.92415575007908,0.115891778608784,0.170364583376795,0.200391793157905,0.296830532606691,0.0350378372240812,0.42670695274137,0.443091400898993,0.599546329118311,0.887795521644875,0.897615867201239,0.321061695925891,0.0744278396014124,0.950793399708346,0.47476225416176,0.527812690008432,0.402572322404012,0.148146510124207,0.762896948261186,0.80470656696707,0.911852705059573,0.448962364345789,0.128847516141832,0.165579248452559,0.830420106183738,0.645673651946709,0.609604462981224,0.73331331834197,0.604875791119412,0.0812718060333282,0.573563541751355,0.943133587250486,0.231649635359645,0.130069867707789,0.541395652573556,0.587992267683148,0.904545682715252,0.912405706709251,0.524431809317321,0.471262036124244,0.49619050999172,0.309581764740869,0.624218613607809,0.506242031231523,0.636945757549256,0.901445861440152,0.110702461563051,0.192154498072341,0.873149160994217,0.17070063855499,0.373029218055308,0.765326752327383,0.23830981971696,0.696082398761064,0.291650141356513,0.632876251358539,0.945332928793505,0.229285000124946,0.36143621057272,0.376357871806249,0.204122859751806,0.690067354589701,0.0104727291036397,0.849318346241489,0.664727356284857,0.508506037993357,0.319690160918981,0.925431203329936,0.672635585535318,0.00960180978290737,0.99777910951525,0.755440770881251,0.335050489520654,0.459956047125161,0.653310291701928,0.478318798122928,0.482496943790466,0.799313385970891,0.820017134072259,0.993875997141004,0.821627114899457,0.0852718220558017,0.0234595986548811,0.793088056147099
0.970206535421312,0.254676543874666,0.702630221145228,0.920428188284859,0.286580641753972,0.330914681078866,0.640181611059234,0.163469146704301,0.896899218671024,0.971269571455196,0.584324329392985,0.598248894559219,0.172051119618118,0.27525916066952,0.971728363074362,0.328097281046212,0.335089105879888,0.545940400799736,0.678780671209097,0.873342158738524,0.330602401634678,0.883125019259751,0.818751042941585,0.587690959684551,0.304515707539394,0.845505997538567,0.153027618769556,0.801956071518362,0.861872941954061,0.193872086936608,0.76294911513105,0.496637109667063,0.404357917839661,0.31589451036416,0.529079077998176,0.177318858681247,0.516817707801238,0.760194408008829,0.312351186992601,0.540920291794464,0.318949609063566,0.499519935110584,0.4133086851798,0.776111808838323,0.502007799455896,0.171803234610707,0.349084788700566,0.172861168859527,0.988709145225585,0.112909213406965,0.83834036719054,0.388287549139932,0.339774314779788,0.108946362510324,0.919841301394626,0.265820235712454,0.457662714412436,0.900601635454223,0.918756601400673,0.241771424654871,0.650188641855493,0.955299672670662,0.252381667960435,0.994244552683085,0.057609848678112,0.875251007033512,0.39229373796843,0.514944281196222,0.25876507977955,0.946667209966108,0.493770553963259,0.0151102817617357,0.874440842075273,0.285404006019235,0.943582014646381,0.203576411353424,0.728467186214402,0.9078887864016,0.502087194472551,0.919045220362023,0.52696727309376,0.827941817231476,0.321012356318533,0.873112640343606,0.886850323528051,0.797084919875488,0.561009651049972,0.367527711438015,0.918379696086049,0.295173645252362,0.919968664878979,0.801197569584474,0.819814421469346,0.809470847481862,0.100874738302082,0.384413230698556,0.141223050421104,0.366621752502397,0.663879471132532,0.841288138413802
0.921556007117033,0.81061451183632,0.485239657573402,0.448681349866092,0.130837098695338,0.409120241878554,0.502942607505247,0.506789004430175,0.299956935690716,0.4298299648799,0.307040395680815,0.0159300130326301,0.179016837384552,0.739486848004162,0.309652129653841,0.663187738507986,0.261832053074613,0.0430348345544189,0.115443246904761,0.683657950954512,0.0160131924785674,0.783479518722743,0.483248595846817,0.923887986224145,0.645637851441279,0.315541700227186,0.274999744724482,0.265690556028858,0.382615780923516,0.00986160384491086,0.55861634365283,0.969511905917898,0.107884278753772,0.700445588678122,0.0923185951542109,0.702741486951709,0.549447278259322,0.12605549627915,0.454347563907504,0.490747147239745,0.808923436328769,0.681051152059808,0.574560230132192,0.136691195890307,0.796256734989583,0.953512464649975,0.217422961257398,0.415984042454511,0.738900442840531,0.399977186461911,0.423379939282313,0.524683253839612,0.998490128666162,0.913104552077129,0.969521556748077,0.701846685726196,0.930464890552685,0.621590447146446,0.943040439393371,0.113116002874449,0.725821691565216,0.981904442422092,0.265956696821377,0.348319686250761,0.975015086587518,0.283917887834832,0.629190431209281,0.50787019287236,0.475187089527026,0.5725865252316,0.881888723000884,0.648446140112355,0.998735912609845,0.750221160473302,0.425453009316698,0.152262035291642,0.706804387504235,0.432048193179071,0.496509050019085,0.0405463522765785,0.663277657236904,0.151287697488442,0.339119422016665,0.908640454290435,0.23990111798048,0.361116693355143,0.297651967732236,0.254662085557356,0.797795064281672,0.590480079408735,0.373110204003751,0.344521569553763,0.830040501663461,0.753844752209261,0.471730347722769,0.798343949019909,0.163245129399002,0.484410473378375,0.359440995613113,0.401881396770477
0.325446140486747,0.943939304212108,0.574487891979516,0.946522587677464,0.839559139683843,0.597186916507781,0.142037281300873,0.120650832774118,0.331586587941274,0.777457944583148,0.858981613768265,0.539669966092333,0.191652276320383,0.416722548892722,0.143752740696073,0.289157012244686,0.895015775226057,0.152652795659378,0.738046251703054,0.266253351001069,0.798882226459682,0.961851097410545,0.181189608294517,0.94411499099806,0.443698328686878,0.963912178762257,0.25588095956482,0.843741214368492,0.568090031389147,0.873602041509002,0.325092838378623,0.872988532762975,0.0568374420981854,0.334623329574242,0.57258746935986,0.514089203206822,0.215350146172568,0.951957582030445,0.517005990259349,0.162145221838728,0.75412007025443,0.66820692550391,0.962063678074628,0.342199923936278,0.600530664203689,0.135051421821117,0.249788371613249,0.603961637010798,0.00470584840513766,0.696828222600743,0.120292140636593,0.834335053572431,0.839030928676948,0.451533891027793,0.562783229863271,0.776576207717881,0.672926843166351,0.745721709448844,0.395087164593861,0.134872188093141,0.476787883089855,0.446121965767816,0.849179338430986,0.187261725077406,0.307906855130568,0.693995542824268,0.625494352076203,0.511359722353518,0.626620157621801,0.169151640962809,0.0928609303664416,0.294663325883448,0.969332842621952,0.678944646846503,0.270976087776944,0.957986962981522,0.45478866272606,0.404258311260492,0.802865629317239,0.185097739798948,0.546608269680291,0.7734041120857,0.343299046624452,0.489934063516557,0.0415636710822582,0.460655042668805,0.375011690193787,0.541485773166642,0.540791070554405,0.523106765933335,0.666585076367483,0.299968734150752,0.712400193326175,0.990768521558493,0.71185157680884,0.648379080928862,0.150895090540871,0.280857334379107,0.0953729513566941,0.212300282437354
0.14197110501118,0.882292876252905,0.274116228334606,0.255397128406912,0.140648896573111,0.441660123877227,0.959602362476289,0.7504013965372,0.840354911983013,0.111083786468953,0.687775742029771,0.191359602846205,0.3057452570647,0.52407438820228,0.889587334124371,0.96105895540677,0.172478635096923,0.92758467933163,0.00380018772557378,0.470888977637514,0.964313549688086,0.327013694914058,0.225511589553207,0.0404742583632469,0.342266479507089,0.613420127192512,0.875476659974083,0.0249349523801357,0.307559852022678,0.210494674276561,0.251071464270353,0.631868791999295,0.565589012345299,0.260718469507992,0.49165417579934,0.872585750883445,0.29667764226906,0.1249857947696,0.251738643506542,0.833437521476299,0.431585450191051,0.742325203493237,0.436369061935693,0.448502452345565,0.260269681923091,0.0366672060918063,0.194042882882059,0.863065706798807,0.541577792493626,0.464647160610184,0.425801392178982,0.243208264000714,0.441252840915695,0.797738718567416,0.95411667553708,0.512577029177919,0.292388359783217,0.0671354315709323,0.952886926708743,0.240246001398191,0.83955566608347,0.899873033864424,0.918426916236058,0.0468898420222104,0.95527797495015,0.984467050759122,0.0517767849378288,0.499841263750568,0.351206060266122,0.219457934144884,0.853891110047698,0.371499233879149,0.867926248116419,0.6990475601051,0.482319845352322,0.675673691788688,0.791164531372488,0.350349966436625,0.499263446312398,0.988999022403732,0.973143388517201,0.949881186243147,0.694936961634085,0.0209976227488369,0.0914041991345584,0.030641580466181,0.404244532343,0.997508114436641,0.544933736789972,0.94738804968074,0.351237388327718,0.896811409853399,0.137910480843857,0.231224530609325,0.512371385004371,0.526405072538182,0.956935350550339,0.103726272005588,0.74709677672945,0.466135415248573
0.500890094554052,0.653116465080529,0.241461747093126,0.0185846504755318,0.385953589342535,0.144664423540235,0.265109443105757,0.412233740789816,0.503507944289595,0.646992278518155,0.324860832421109,0.0882862103171647,0.496488824952394,0.11029249895364,0.622805471066386,0.484169305535033,0.0410295724868774,0.643950602505356,0.46837818576023,0.857859653886408,0.481992642628029,0.594363479176536,0.495304993353784,0.837937162956223,0.137498369906098,0.892278880579397,0.429389636032283,0.282947128871456,0.520737758371979,0.823709404096007,0.512138005113229,0.168553047580644,0.986409734236076,0.333586871856824,0.86377130029723,0.757249987218529,0.949130535824224,0.9262577930931,0.331916701048613,0.0994466517586261,0.630564654478803,0.800943954614922,0.913974880008027,0.907390515785664,0.190970440395176,0.25390283158049,0.0638627351727337,0.643717690370977,0.208127401536331,0.931798029923812,0.447112283669412,0.994071027031168,0.916850054636598,0.74450132297352,0.6700086183846,0.643478919751942,0.451491930754855,0.536437815288082,0.899275772506371,0.385611454956234,0.497048863908276,0.282360115787014,0.0463273702189326,0.450107442680746,0.951810542494059,0.0871979326475412,0.0813328356016427,0.629875713260844,0.404232825851068,0.991197815397754,0.225886032218114,0.327441631350666,0.252672142349184,0.999115853337571,0.826127535197884,0.915060332976282,0.794863553484902,0.0454984128009528,0.272931640269235,0.433492432581261,0.682958940044045,0.636450418969616,0.100281748687848,0.467682430986315,0.988971992162988,0.939072315581143,0.109777674777433,0.284476597327739,0.863477461971343,0.14237265358679,0.300835011759773,0.787793434457853,0.551202033646405,0.110757286893204,0.793550549773499,0.244704706361517,0.340101344045252,0.499426200054586,0.847198680974543,0.59003554075025
0.292104880092666,0.180527803720906,0.046484095742926,0.169962198706344,0.211781733203679,0.598226195434108,0.246254356345162,0.614475021138787,0.770931268576533,0.516827238257974,0.748182450886816,0.048701906343922,0.704048500163481,0.911569345975295,0.439419233938679,0.76697692880407,0.00623160391114652,0.72698054346256,0.997896748129278,0.786945486441255,0.739923520479351,0.292625309200957,0.929207395296544,0.754385397303849,0.607344496995211,0.579112556762993,0.231195964151993,0.541340515716001,0.524132844060659,0.919610734563321,0.184296006103978,0.631573294755071,0.380359238246456,0.501740658888593,0.770879538962618,0.739479287527502,0.390043078688905,0.767910585040227,0.405824572080746,0.151491917669773,0.556084390496835,0.853414449375123,0.418613033834845,0.591276095947251,0.999357027933002,0.584376510232687,0.0683754230849445,0.155070724664256,0.742711337981746,0.732751045608893,0.279458974255249,0.423723773099482,0.998607286484912,0.749362166738138,0.353242957498878,0.64214796712622,0.0806723844725639,0.959072594763711,0.239885372109711,0.710357856703922,0.988069629762322,0.92893570731394,0.537724021822214,0.517122531775385,0.505248124711215,0.909292999422178,0.274088615551591,0.514234703965485,0.560721087502316,0.876633509993553,0.182278550695628,0.631689642323181,0.576645246706903,0.345397234894335,0.801812144229189,0.857411280041561,0.637189232278615,0.930770821636543,0.919872600352392,0.908911037957296,0.170924640260637,0.898239290341735,0.834579748101532,0.0230182437226176,0.407017004676163,0.84994610096328,0.194240348180756,0.431566965766251,0.913607897236943,0.700826166663319,0.0471248889807612,0.109874064801261,0.646807471523061,0.667357987957075,0.351013690466061,0.680885883513838,0.770446293056011,0.795536163961515,0.324576550861821,0.465440936153755
0.717414948623627,0.0812071699183434,0.886232540709898,0.455786951584741,0.432062860112637,0.797583034960553,0.922900045756251,0.844731577672064,0.149076225468889,0.326177434064448,0.970232377527282,0.979415677022189,0.282880807062611,0.60776849091053,0.623241876484826,0.00995986885391176,0.777199795469642,0.472686618566513,0.451750595355406,0.674285796703771,0.146186246071011,0.0823323866352439,0.0509913878049701,0.338233890710399,0.995988946175203,0.583183660171926,0.245970219606534,0.894850640092045,0.432932413648814,0.862547893775627,0.0986618928145617,0.488611519569531,0.145475682802498,0.689594042953104,0.238837111741304,0.353649978991598,0.887859601294622,0.934511780040339,0.737588424235582,0.641460657352582,0.377059558872133,0.45656143524684,0.481332543306053,0.313677650876343,0.184058817336336,0.16612629336305,0.242882347200066,0.610743619967252,0.432231274899095,0.0797359028365463,0.333365021971986,0.140898602548987,0.143429160816595,0.825310693355277,0.843884162371978,0.924133303342387,0.781705643748865,0.468538590474054,0.735990203218535,0.837529623648152,0.0576649894937873,0.399185268441215,0.750576050952077,0.941597912693396,0.303531540092081,0.336272800574079,0.892372196074575,0.509241814957932,0.848356283269823,0.0346721261739731,0.911169299157336,0.475783066125587,0.352815851103514,0.75386329437606,0.22093020984903,0.104512283112854,0.0579729448072612,0.768228020053357,0.596757562132552,0.578205662313849,0.181626463774592,0.0486509432084858,0.932101096492261,0.729771056678146,0.674120983341709,0.558189128991216,0.340494502102956,0.154645043658093,0.145219881553203,0.890584901208058,0.98349456069991,0.847668930655345,0.69980405876413,0.0853538198862225,0.168903616955504,0.476235540350899,0.279665186535567,0.0979025829583406,0.152917146449909,0.762154198950157
